ID,label,split_1,split_2,split_3
DTXSID4046999,0,train,test,test
DTXSID2037502,1,train,train,test
DTXSID1022003,0,train,train,train
DTXSID5021885,0,train,train,train
DTXSID0045466,0,train,train,test
DTXSID5048421,0,train,train,train
DTXSID4021393,0,train,train,test
DTXSID3048992,0,train,train,test
DTXSID7042273,0,train,train,train
DTXSID3040728,0,train,test,train
DTXSID9021217,1,train,train,train
DTXSID7024376,0,train,train,train
DTXSID2034590,1,train,train,train
DTXSID8046406,0,train,train,train
DTXSID3027829,0,train,train,train
DTXSID8045141,0,train,train,train
DTXSID7032474,0,train,test,train
DTXSID5026209,0,train,train,train
DTXSID4045975,1,train,test,train
DTXSID2021236,0,train,train,train
DTXSID8027747,0,train,test,train
DTXSID2020898,1,train,train,test
DTXSID8020175,0,train,train,train
DTXSID5045209,0,train,train,train
DTXSID4027076,0,train,train,train
DTXSID8041321,0,train,train,test
DTXSID4048721,0,train,train,train
DTXSID3023007,0,train,test,train
DTXSID5046483,1,train,test,train
DTXSID5025607,0,train,train,train
DTXSID5036684,0,train,train,train
DTXSID3021485,0,train,test,train
DTXSID7045867,1,train,train,train
DTXSID1047491,0,train,train,train
DTXSID1032305,0,train,test,train
DTXSID3047342,1,train,test,train
DTXSID8027244,0,train,train,train
DTXSID2045575,0,train,train,train
DTXSID3020752,0,train,train,train
DTXSID0020733,0,train,train,train
DTXSID6048676,0,train,train,train
DTXSID6046842,0,train,train,test
DTXSID4047412,0,train,train,train
DTXSID0043896,0,train,train,train
DTXSID3027295,0,train,train,train
DTXSID4027608,1,train,train,train
DTXSID8047399,0,train,train,test
DTXSID1051779,0,train,train,train
DTXSID9041659,0,train,train,train
DTXSID5044948,0,train,test,train
DTXSID4046602,1,train,train,train
DTXSID2041886,0,train,train,train
DTXSID6024674,0,train,train,test
DTXSID4049406,1,train,train,test
DTXSID6024460,1,train,train,train
DTXSID9021631,0,train,train,train
DTXSID8046400,0,train,train,train
DTXSID3044380,0,train,train,train
DTXSID6048383,0,train,test,train
DTXSID2044840,0,train,train,train
DTXSID7041336,1,train,train,train
DTXSID8024783,0,train,train,train
DTXSID3047558,0,train,train,train
DTXSID8034324,0,train,train,train
DTXSID2026739,0,train,train,train
DTXSID4023917,0,train,train,test
DTXSID8026725,0,train,train,test
DTXSID7020766,0,train,test,test
DTXSID4047838,0,train,train,train
DTXSID2044424,0,train,test,test
DTXSID4046523,0,train,train,train
DTXSID3024780,0,train,train,train
DTXSID4045391,0,train,train,train
DTXSID7027625,0,train,train,train
DTXSID0037734,0,train,train,train
DTXSID8042503,0,train,train,train
DTXSID3023479,0,train,test,train
DTXSID5042584,0,train,train,train
DTXSID5047453,0,train,train,train
DTXSID1025302,0,train,train,train
DTXSID0022305,0,train,train,train
DTXSID9022738,0,train,train,train
DTXSID4025610,0,train,test,train
DTXSID4027529,0,train,train,train
DTXSID3027116,0,train,train,train
DTXSID5024978,0,train,train,train
DTXSID7057737,0,train,train,train
DTXSID4020668,0,train,train,train
DTXSID8045939,0,train,train,train
DTXSID3047188,0,train,train,train
DTXSID9025794,0,train,train,train
DTXSID6025278,0,train,train,test
DTXSID2042145,0,train,train,test
DTXSID6022004,0,train,train,train
DTXSID0021040,0,train,train,train
DTXSID5044738,1,train,train,test
DTXSID3029281,0,train,test,train
DTXSID9046310,1,train,train,train
DTXSID8022959,1,train,test,train
DTXSID1041683,1,train,train,train
DTXSID6020777,0,train,train,train
DTXSID6049272,0,train,train,train
DTXSID2024454,0,train,test,train
DTXSID7041621,0,train,train,train
DTXSID7020631,1,train,train,test
DTXSID1024045,0,train,test,train
DTXSID9021398,0,train,train,test
DTXSID2040739,0,train,test,train
DTXSID2020058,1,train,train,train
DTXSID9046281,0,train,train,test
DTXSID0037231,0,train,test,train
DTXSID2022595,1,train,train,train
DTXSID2020478,0,train,train,train
DTXSID3048863,1,train,train,train
DTXSID6023999,0,train,test,train
DTXSID8047420,0,train,train,train
DTXSID4025668,0,train,train,train
DTXSID5044368,0,train,train,train
DTXSID3045223,0,train,train,train
DTXSID3040774,0,train,train,train
DTXSID2023270,0,train,train,test
DTXSID5034723,0,train,train,train
DTXSID5044998,0,train,train,train
DTXSID8026775,0,train,train,train
DTXSID2046200,0,train,test,train
DTXSID4021717,0,train,train,test
DTXSID1037303,1,train,train,train
DTXSID6021458,0,train,train,train
DTXSID4037748,0,train,train,train
DTXSID4049242,0,train,train,train
DTXSID5052593,0,train,test,train
DTXSID4034497,1,train,train,train
DTXSID3021986,0,train,train,train
DTXSID7022049,0,train,train,test
DTXSID2029169,0,train,train,test
DTXSID1027974,0,train,train,test
DTXSID7044685,0,train,train,train
DTXSID2023488,0,train,train,train
DTXSID4046101,1,train,test,test
DTXSID0057750,1,train,train,test
DTXSID0045880,0,train,train,train
DTXSID5034698,0,train,train,test
DTXSID8047559,0,train,train,train
DTXSID8046402,0,train,train,train
DTXSID3048655,0,train,train,train
DTXSID3040726,0,train,test,test
DTXSID5023902,1,train,train,train
DTXSID7023568,0,train,test,train
DTXSID8027822,0,train,train,train
DTXSID4024721,0,train,train,test
DTXSID3046792,1,train,train,train
DTXSID6057748,0,train,train,test
DTXSID4025406,0,train,train,train
DTXSID3057692,0,train,train,train
DTXSID3044251,0,train,train,train
DTXSID4049379,0,train,train,train
DTXSID6047602,0,train,train,train
DTXSID7021601,0,train,train,train
DTXSID0041985,1,train,train,train
DTXSID8024280,1,train,train,test
DTXSID8044385,0,train,train,train
DTXSID0023030,1,train,train,test
DTXSID6022008,0,train,train,train
DTXSID2045280,0,train,train,train
DTXSID2043747,0,train,train,train
DTXSID7045811,1,train,train,train
DTXSID7031903,0,train,train,train
DTXSID9047255,0,train,test,test
DTXSID5021209,0,train,test,train
DTXSID7044716,0,train,train,train
DTXSID0021915,0,train,train,train
DTXSID7021287,0,train,train,train
DTXSID9022736,0,train,train,train
DTXSID6030607,0,train,train,train
DTXSID0038881,0,train,train,train
DTXSID5021170,0,train,train,train
DTXSID3035214,0,train,train,train
DTXSID7020263,0,train,test,train
DTXSID6044804,0,train,train,train
DTXSID9045899,1,train,train,train
DTXSID8034372,0,train,test,train
DTXSID9040685,0,train,train,train
DTXSID8044381,0,train,test,train
DTXSID1045534,0,train,train,train
DTXSID3038808,0,train,train,train
DTXSID1047946,1,train,train,train
DTXSID6026119,0,train,train,train
DTXSID6044983,0,train,train,test
DTXSID4048854,0,train,train,train
DTXSID0037493,0,train,train,test
DTXSID8042426,0,train,train,train
DTXSID7032424,0,train,train,test
DTXSID4046525,0,train,train,train
DTXSID0057679,0,train,test,train
DTXSID5024976,0,train,train,train
DTXSID5048635,0,train,train,test
DTXSID7032551,1,train,test,train
DTXSID4040979,1,train,train,test
DTXSID9047176,0,train,train,train
DTXSID6044307,0,train,train,train
DTXSID2023480,0,train,train,train
DTXSID9020087,0,train,test,train
DTXSID2036299,0,train,train,test
DTXSID7022382,0,train,test,test
DTXSID2029167,0,train,train,train
DTXSID4041818,0,train,train,train
DTXSID6025438,0,train,test,test
DTXSID5045174,0,train,train,train
DTXSID2026997,0,train,train,train
DTXSID1044435,0,train,train,train
DTXSID2047191,0,train,train,train
DTXSID0033673,1,train,train,train
DTXSID5047297,0,train,train,test
DTXSID2041412,0,train,train,test
DTXSID3022611,0,train,train,train
DTXSID1044776,1,train,test,test
DTXSID5026122,0,train,train,train
DTXSID0020363,0,train,train,train
DTXSID1044857,1,train,train,train
DTXSID6026824,0,train,test,train
DTXSID4038922,1,train,test,train
DTXSID8026931,0,train,train,train
DTXSID6052291,0,train,train,train
DTXSID0047115,0,train,train,train
DTXSID5020497,0,train,train,test
DTXSID9022817,1,train,train,train
DTXSID0025577,0,train,train,test
DTXSID5046693,0,train,train,train
DTXSID4047331,0,train,test,train
DTXSID8046034,0,train,test,test
DTXSID8038855,0,train,train,train
DTXSID2021781,0,train,train,train
DTXSID4023676,0,train,test,train
DTXSID2029612,0,train,train,train
DTXSID7046467,0,train,train,train
DTXSID4022573,1,train,test,train
DTXSID9022027,0,train,train,train
DTXSID9044871,0,train,test,train
DTXSID6022684,1,train,test,train
DTXSID9026219,0,train,train,train
DTXSID8057801,0,train,train,train
DTXSID5021122,0,train,train,test
DTXSID7025972,0,train,train,train
DTXSID8042399,1,train,train,train
DTXSID9020112,0,train,train,train
DTXSID9046235,1,train,train,train
DTXSID4021424,0,train,test,train
DTXSID3022821,0,train,test,test
DTXSID4023628,0,train,train,test
DTXSID0021965,0,train,train,train
DTXSID3044124,0,train,train,test
DTXSID9047126,0,train,train,train
DTXSID7027594,0,train,train,test
DTXSID0046147,0,train,test,train
DTXSID1030604,0,train,train,train
DTXSID5020738,0,train,train,test
DTXSID1027134,1,train,train,train
DTXSID8020591,0,train,train,train
DTXSID0045202,0,train,train,train
DTXSID9047047,0,train,train,train
DTXSID0052839,1,train,train,train
DTXSID4020321,0,train,train,train
DTXSID7023019,0,train,train,train
DTXSID4041317,0,train,train,test
DTXSID3023425,0,train,train,train
DTXSID8048521,0,train,train,train
DTXSID0047327,0,train,train,train
DTXSID4047913,1,train,train,train
DTXSID9022366,0,train,train,test
DTXSID9035620,0,train,train,train
DTXSID6042490,0,train,test,train
DTXSID8032548,1,train,test,test
DTXSID6046426,0,train,train,train
DTXSID1023497,0,train,test,test
DTXSID0042454,0,train,train,train
DTXSID8023214,0,train,train,train
DTXSID4046315,0,train,train,train
DTXSID0021963,0,train,train,test
DTXSID5046225,0,train,train,train
DTXSID2044973,0,train,train,train
DTXSID9027528,0,train,train,train
DTXSID2044719,0,train,train,train
DTXSID2025183,1,train,test,train
DTXSID1025271,0,train,train,train
DTXSID1024702,0,train,test,train
DTXSID8027321,0,train,train,test
DTXSID9044611,0,train,train,train
DTXSID1044722,0,train,train,test
DTXSID4020589,0,train,test,train
DTXSID1021243,1,train,train,train
DTXSID8027084,1,train,train,train
DTXSID5029217,0,train,test,test
DTXSID4026769,0,train,train,test
DTXSID5041516,0,train,test,test
DTXSID5022437,1,train,train,train
DTXSID2046882,0,train,train,test
DTXSID6045957,1,train,train,train
DTXSID0048929,0,train,train,train
DTXSID2047856,0,train,train,train
DTXSID4044408,0,train,train,train
DTXSID5022439,0,train,train,train
DTXSID2025347,0,train,train,test
DTXSID7027178,0,train,test,train
DTXSID9032329,1,train,test,train
DTXSID2047193,0,train,train,train
DTXSID5029136,0,train,train,test
DTXSID0027981,0,train,train,train
DTXSID2021151,0,train,train,test
DTXSID7045310,0,train,train,test
DTXSID6057829,0,train,test,train
DTXSID0042080,0,train,train,train
DTXSID1052298,0,train,train,train
DTXSID1049433,1,train,train,train
DTXSID5038919,0,train,train,test
DTXSID3032412,0,train,test,train
DTXSID0020575,0,train,train,train
DTXSID1047318,1,train,test,test
DTXSID4020458,0,train,train,test
DTXSID6021080,1,train,train,train
DTXSID7024110,0,train,train,train
DTXSID0041981,0,train,train,train
DTXSID1020148,0,train,train,train
DTXSID0044733,0,train,train,train
DTXSID6027181,0,train,train,test
DTXSID6020696,0,train,test,train
DTXSID1020431,0,train,train,train
DTXSID9022079,1,train,train,train
DTXSID8032673,0,train,train,train
DTXSID5048974,0,train,train,train
DTXSID4020612,0,train,train,test
DTXSID7022544,0,train,train,train
DTXSID6022977,0,train,train,train
DTXSID4041656,0,train,train,train
DTXSID3046457,0,train,train,train
DTXSID2029117,1,train,train,train
DTXSID9033008,1,train,train,train
DTXSID8022585,0,train,train,test
DTXSID4049244,0,train,train,train
DTXSID2032421,0,train,train,test
DTXSID2027175,0,train,train,train
DTXSID9042594,1,train,train,train
DTXSID3040770,1,train,train,train
DTXSID1046891,0,train,train,train
DTXSID8026141,0,train,train,train
DTXSID7023853,0,train,test,test
DTXSID9047837,0,train,train,test
DTXSID8044389,0,train,train,train
DTXSID2021315,0,train,train,train
DTXSID0051996,0,train,test,train
DTXSID0022010,0,train,test,train
DTXSID9035175,0,train,test,train
DTXSID0029187,0,train,train,train
DTXSID9023752,0,train,train,test
DTXSID5020239,1,train,train,test
DTXSID4057681,1,train,train,train
DTXSID2046127,1,train,train,train
DTXSID7042190,0,train,train,test
DTXSID7047691,0,train,train,train
DTXSID8047139,0,train,train,train
DTXSID1024918,0,train,train,train
DTXSID2026789,0,train,train,train
DTXSID9047463,0,train,train,test
DTXSID8027959,0,train,train,train
DTXSID1032303,0,train,train,train
DTXSID9047205,0,train,test,train
DTXSID5046140,1,train,train,train
DTXSID7048908,0,train,test,train
DTXSID1020984,1,train,train,train
DTXSID7044502,0,train,train,train
DTXSID9045849,1,train,train,train
DTXSID5023908,0,train,train,test
DTXSID7027122,0,train,train,train
DTXSID8027246,0,train,train,train
DTXSID0023951,1,train,train,train
DTXSID4048191,1,train,train,test
DTXSID8032623,0,train,train,test
DTXSID8044252,0,train,train,test
DTXSID3021643,0,train,train,train
DTXSID7044893,1,train,train,train
DTXSID3049334,0,train,test,train
DTXSID1032519,0,train,test,train
DTXSID1027635,0,train,test,test
DTXSID8041117,0,train,train,train
DTXSID2026101,1,train,train,train
DTXSID0043765,1,train,test,train
DTXSID1025485,1,train,train,train
DTXSID1047655,0,train,train,train
DTXSID9045392,0,train,train,train
DTXSID5025730,0,train,train,train
DTXSID2044553,0,train,train,train
DTXSID9049374,0,train,train,train
DTXSID0020446,0,train,train,train
DTXSID2049260,0,train,train,test
DTXSID6048672,0,train,test,train
DTXSID4024359,1,train,train,train
DTXSID7047061,0,train,train,train
DTXSID4022361,0,train,test,train
DTXSID8022408,0,train,train,train
DTXSID8047424,0,train,train,train
DTXSID0023244,0,train,test,train
DTXSID9022609,0,train,train,train
DTXSID1027267,0,train,train,train
DTXSID3047055,0,train,test,train
DTXSID7025429,1,train,test,train
DTXSID6045169,0,train,train,train
DTXSID7025003,0,train,test,train
DTXSID1045291,1,train,test,train
DTXSID3024944,1,train,test,test
DTXSID5047582,0,train,train,train
DTXSID6045820,0,train,train,test
DTXSID3026564,0,train,train,train
DTXSID5022641,0,train,train,train
DTXSID1033402,0,train,test,train
DTXSID8045191,0,train,train,test
DTXSID6040371,0,train,train,train
DTXSID1041423,0,train,train,train
DTXSID5048895,0,train,train,train
DTXSID2047357,1,train,train,train
DTXSID3041744,1,train,train,train
DTXSID2020971,0,train,train,train
DTXSID8021777,0,train,train,train
DTXSID9057632,0,train,train,test
DTXSID0027436,0,train,train,train
DTXSID5021093,0,train,test,train
DTXSID6033538,1,train,train,train
DTXSID2025975,0,train,train,test
DTXSID1021904,0,train,train,train
DTXSID5021251,0,train,train,train
DTXSID4044660,0,train,train,train
DTXSID8023977,0,train,train,test
DTXSID4022866,0,train,train,train
DTXSID8020252,0,train,test,train
DTXSID9032537,1,train,train,test
DTXSID7022253,0,train,test,train
DTXSID7023487,0,train,train,test
DTXSID4021478,0,train,train,train
DTXSID6032562,1,train,train,train
DTXSID0025733,0,train,train,train
DTXSID4032611,0,train,train,test
DTXSID7044475,0,train,test,train
DTXSID5046697,0,train,train,test
DTXSID6023608,0,train,train,train
DTXSID1021586,0,train,train,test
DTXSID9027312,0,train,train,train
DTXSID8027793,0,train,train,train
DTXSID2045656,0,train,train,train
DTXSID5020601,0,train,train,test
DTXSID1026619,0,train,train,train
DTXSID9027368,0,train,train,train
DTXSID8040727,0,train,train,train
DTXSID2025680,0,train,train,train
DTXSID7048879,0,train,test,train
DTXSID3047425,0,train,train,train
DTXSID4048856,0,train,train,train
DTXSID9044879,0,train,train,train
DTXSID9023590,0,train,train,train
DTXSID5021598,0,train,train,train
DTXSID0046989,0,train,train,train
DTXSID6034972,0,train,train,test
DTXSID8034877,0,train,train,train
DTXSID3057852,1,train,train,train
DTXSID2049262,1,train,train,train
DTXSID2049006,0,train,train,train
DTXSID2026941,0,train,train,train
DTXSID6045163,0,train,test,test
DTXSID3044625,0,train,train,train
DTXSID1042360,1,train,test,test
DTXSID0021751,0,train,train,train
DTXSID6040747,1,train,train,train
DTXSID2032558,1,train,train,train
DTXSID0027802,0,train,train,train
DTXSID1047786,0,train,train,train
DTXSID7041708,0,train,train,train
DTXSID1022186,0,train,train,train
DTXSID9046861,0,train,train,train
DTXSID1020069,1,train,train,train
DTXSID4022442,1,train,test,train
DTXSID8027402,0,train,train,train
DTXSID8047058,0,train,train,train
DTXSID3020047,0,train,train,train
DTXSID6026535,0,train,test,train
DTXSID0042614,0,train,train,train
DTXSID7024950,0,train,train,train
DTXSID7026231,0,train,train,test
DTXSID5044732,0,train,train,train
DTXSID0020319,1,train,train,test
DTXSID6021244,1,train,train,train
DTXSID0024000,0,train,train,train
DTXSID3022798,0,train,train,train
DTXSID1041217,0,train,test,train
DTXSID8045511,0,train,test,train
DTXSID1024170,0,train,train,train
DTXSID3024736,0,train,train,train
DTXSID9033923,0,train,train,train
DTXSID0026258,0,train,train,train
DTXSID5020499,0,train,train,train
DTXSID4049377,1,train,test,train
DTXSID6036467,0,train,test,train
DTXSID5044493,0,train,train,test
DTXSID4022369,1,train,train,test
DTXSID0044943,0,train,test,train
DTXSID0047618,0,train,train,train
DTXSID6057613,0,train,train,train
DTXSID2047307,1,train,train,train
DTXSID9057844,0,train,train,train
DTXSID8023890,0,train,train,train
DTXSID3045190,0,train,train,train
DTXSID8047264,1,train,train,train
DTXSID4041234,0,train,train,train
DTXSID6020278,1,train,train,train
DTXSID4034528,0,train,train,train
DTXSID5020815,0,train,train,train
DTXSID4024771,0,train,test,train
DTXSID0047454,0,train,test,test
DTXSID0020442,0,train,test,train
DTXSID9047889,0,train,train,train
DTXSID5049316,0,train,train,train
DTXSID5046512,0,train,train,test
DTXSID7027467,0,train,train,train
DTXSID9024770,0,train,train,train
DTXSID7033105,1,train,test,train
DTXSID0027933,0,train,train,test
DTXSID4025080,0,train,train,test
DTXSID9049039,0,train,train,train
DTXSID1047443,0,train,train,train
DTXSID3024998,0,train,train,train
DTXSID0047905,0,train,train,train
DTXSID3044413,0,train,test,train
DTXSID0024002,1,train,train,train
DTXSID1040794,0,train,test,train
DTXSID0020286,0,train,train,train
DTXSID2026446,1,train,test,train
DTXSID4044872,0,train,train,train
DTXSID0026339,0,train,train,train
DTXSID9043938,1,train,train,train
DTXSID5023536,0,train,train,train
DTXSID4045632,0,train,train,train
DTXSID8046163,0,train,train,train
DTXSID8024781,1,train,train,train
DTXSID3057858,0,train,train,train
DTXSID9046073,0,train,train,train
DTXSID3022035,0,train,train,train
DTXSID8033649,0,train,train,train
DTXSID7052860,0,train,train,train
DTXSID2047351,1,train,test,train
DTXSID7047803,0,train,train,train
DTXSID4039235,0,train,train,test
DTXSID9032878,0,train,train,train
DTXSID0021969,0,train,train,test
DTXSID0025440,0,train,train,train
DTXSID1026089,0,train,train,train
DTXSID5024346,0,train,train,train
DTXSID7049007,0,train,train,train
DTXSID2045527,0,train,test,train
DTXSID9025451,0,train,test,train
DTXSID2046418,0,train,test,train
DTXSID3025590,0,train,train,train
DTXSID6020357,0,train,test,train
DTXSID1048912,0,train,train,train
DTXSID5057830,0,train,test,train
DTXSID1042154,1,train,train,train
DTXSID0046272,1,train,train,test
DTXSID3024287,0,train,train,train
DTXSID8026513,0,train,train,train
DTXSID6027262,0,train,train,test
DTXSID5022932,1,train,train,train
DTXSID8047476,1,train,train,test
DTXSID0025234,0,train,train,train
DTXSID7027546,0,train,test,train
DTXSID2024589,0,train,train,train
DTXSID0048505,1,train,train,test
DTXSID7052577,0,train,train,train
DTXSID3041405,0,train,train,train
DTXSID5042613,0,train,train,train
DTXSID6045618,0,train,test,train
DTXSID2022331,0,train,train,train
DTXSID0020527,0,train,train,train
DTXSID5041190,0,train,train,train
DTXSID6021581,0,train,train,train
DTXSID3046083,1,train,train,train
DTXSID9020902,0,train,train,test
DTXSID6023157,0,train,train,test
DTXSID8048812,1,train,train,train
DTXSID8024999,0,train,train,train
DTXSID4047335,0,train,train,train
DTXSID9021346,1,train,train,train
DTXSID7049427,0,train,train,train
DTXSID5032600,0,train,test,train
DTXSID4025743,0,train,test,test
DTXSID5020023,0,train,train,train
DTXSID4026183,0,train,train,train
DTXSID3044831,0,train,train,test
DTXSID1041425,0,train,train,train
DTXSID3029655,0,train,test,train
DTXSID8042507,0,train,train,train
DTXSID7049340,1,train,train,train
DTXSID5023370,1,train,train,train
DTXSID4025793,0,train,train,test
DTXSID1045118,0,train,train,train
DTXSID7021659,0,train,test,test
DTXSID1027764,0,train,train,train
DTXSID7025342,1,train,train,train
DTXSID3044918,0,train,test,train
DTXSID3052648,0,train,test,train
DTXSID2031374,0,train,train,train
DTXSID9020118,0,train,train,test
DTXSID4048852,0,train,train,train
DTXSID3020966,0,train,train,train
DTXSID6044858,0,train,train,test
DTXSID3042423,0,train,test,train
DTXSID9048649,0,train,train,test
DTXSID8029733,0,train,train,train
DTXSID7022413,0,train,test,train
DTXSID5041851,1,train,train,train
DTXSID0057677,0,train,train,train
DTXSID7029534,0,train,test,train
DTXSID6042521,0,train,test,test
DTXSID0041436,0,train,train,train
DTXSID3027584,0,train,test,train
DTXSID0039223,0,train,train,train
DTXSID2047642,0,train,train,train
DTXSID6021082,0,train,test,train
DTXSID5024479,1,train,train,test
DTXSID7024328,0,train,train,train
DTXSID1048201,0,train,train,train
DTXSID9057765,1,train,train,train
DTXSID1046681,0,train,train,train
DTXSID1047605,1,train,train,test
DTXSID5049314,0,train,train,test
DTXSID3046297,0,train,train,train
DTXSID5042459,1,train,train,train
DTXSID3045649,0,train,train,train
DTXSID9044744,0,train,train,train
DTXSID5048924,0,train,train,train
DTXSID3034618,0,train,train,train
DTXSID6046266,1,train,train,train
DTXSID1040740,1,train,train,train
DTXSID0057702,1,train,train,train
DTXSID3045560,1,train,train,train
DTXSID6021799,0,train,train,test
DTXSID4029353,0,train,train,test
DTXSID0046274,1,train,train,train
DTXSID3022403,0,train,train,test
DTXSID4026894,0,train,train,test
DTXSID0024971,0,train,train,train
DTXSID0051493,0,train,train,train
DTXSID9044584,0,train,train,train
DTXSID2020139,1,train,test,test
DTXSID2057603,0,train,train,train
DTXSID6044436,0,train,train,train
DTXSID9040718,0,train,test,train
DTXSID8022086,0,train,test,train
DTXSID4044820,1,train,test,train
DTXSID0046567,0,train,train,train
DTXSID5046273,0,train,train,train
DTXSID7041097,1,train,test,train
DTXSID0020737,0,train,train,train
DTXSID0049238,1,train,test,train
DTXSID8041668,0,train,train,test
DTXSID0032605,0,train,train,train
DTXSID9021922,0,train,train,train
DTXSID4046448,1,train,train,train
DTXSID6041424,0,train,train,test
DTXSID5047243,0,train,train,train
DTXSID2045151,0,train,test,train
DTXSID5045623,0,train,train,test
DTXSID8047890,1,train,train,train
DTXSID6057823,0,train,train,train
DTXSID9022364,1,train,train,train
DTXSID8023395,0,train,train,train
DTXSID3022584,0,train,train,test
DTXSID2020892,0,train,test,train
DTXSID2057734,0,train,train,train
DTXSID0045670,0,train,test,train
DTXSID8051708,0,train,train,train
DTXSID4026711,0,train,train,train
DTXSID5045201,0,train,train,train
DTXSID0047082,0,train,train,train
DTXSID5046300,0,train,train,train
DTXSID2022541,0,train,train,train
DTXSID4026000,0,train,train,train
DTXSID7034961,0,train,train,train
DTXSID3020625,1,train,train,train
DTXSID2032683,1,train,train,test
DTXSID2045812,0,train,train,test
DTXSID6024175,0,train,train,train
DTXSID4022525,1,train,train,train
DTXSID0024923,0,train,train,train
DTXSID8049412,1,train,train,test
DTXSID4045131,0,train,train,train
DTXSID8044202,0,train,train,train
DTXSID1046003,0,train,train,train
DTXSID4057847,0,train,train,train
DTXSID2044979,0,train,train,train
DTXSID8021561,0,train,train,train
DTXSID4021397,0,train,train,train
DTXSID4045478,0,train,test,test
DTXSID6044808,1,train,train,train
DTXSID5047112,1,train,train,train
DTXSID0023618,0,train,train,train
DTXSID1045748,0,train,train,train
DTXSID8041242,1,train,train,train
DTXSID8047426,0,train,train,train
