ID,label,split_1,split_2,split_3
DTXSID4024064,0,train,test,train
DTXSID6044856,0,train,train,val
DTXSID7048908,0,train,test,train
DTXSID3041619,0,train,test,val
DTXSID3049049,0,train,train,train
DTXSID1048623,0,train,train,train
DTXSID3020384,0,train,train,train
DTXSID4033390,0,train,val,train
DTXSID3045851,0,train,train,train
DTXSID0037495,0,train,val,train
DTXSID9046576,1,train,test,train
DTXSID2020767,0,train,train,train
DTXSID8029652,0,train,train,train
DTXSID4045262,0,train,test,val
DTXSID0048921,0,train,train,train
DTXSID1048883,0,train,train,train
DTXSID2025632,0,train,train,test
DTXSID0021335,0,train,train,train
DTXSID0042242,0,train,train,train
DTXSID2023775,0,train,train,val
DTXSID5045417,0,train,train,val
DTXSID3042053,0,train,train,val
DTXSID2022090,0,train,train,train
DTXSID5047112,1,train,val,val
DTXSID1022718,0,train,train,train
DTXSID4032536,0,train,test,train
DTXSID0048896,0,train,train,train
DTXSID1026035,0,train,train,train
DTXSID8044414,0,train,val,val
DTXSID9026718,0,train,train,test
DTXSID9026130,0,train,train,train
DTXSID3041376,0,train,train,train
DTXSID4044404,0,train,test,test
DTXSID7029160,0,train,train,train
DTXSID7026156,0,train,train,train
DTXSID4021214,0,train,train,train
DTXSID9057717,0,train,train,train
DTXSID6023864,0,train,train,train
DTXSID3025332,0,train,train,train
DTXSID4025581,0,train,test,train
DTXSID1049069,0,train,train,train
DTXSID2023224,0,train,val,train
DTXSID5045625,0,train,train,train
DTXSID1022897,0,train,test,test
DTXSID6040404,0,train,test,train
DTXSID2047353,0,train,train,train
DTXSID0022220,0,train,train,train
DTXSID9033923,0,train,train,train
DTXSID5043714,0,train,train,train
DTXSID2026151,0,train,train,train
DTXSID2047806,0,train,train,train
DTXSID5022308,0,train,train,train
DTXSID1048598,0,train,train,val
DTXSID8047052,0,train,train,train
DTXSID0047587,0,train,val,train
DTXSID2020139,1,train,test,train
DTXSID3032547,0,train,train,train
DTXSID6032431,0,train,test,train
DTXSID7032551,0,train,train,train
DTXSID1024176,0,train,test,train
DTXSID6044565,0,train,train,train
DTXSID3049041,0,train,train,train
DTXSID1029255,0,train,train,train
DTXSID2045105,0,train,train,train
DTXSID3043782,0,train,train,train
DTXSID7046914,0,train,train,train
DTXSID6045163,0,train,train,train
DTXSID5046221,0,train,train,train
DTXSID5025231,0,train,train,train
DTXSID0035748,0,train,train,train
DTXSID5046017,0,train,test,train
DTXSID8025967,0,train,train,train
DTXSID1031626,0,train,train,val
DTXSID8020707,0,train,test,train
DTXSID2047642,0,train,train,train
DTXSID3024362,0,train,train,train
DTXSID9041653,0,train,train,train
DTXSID2036112,1,train,test,train
DTXSID2042149,0,train,train,train
DTXSID7020976,0,train,test,train
DTXSID1048170,0,train,train,train
DTXSID9047091,0,train,val,train
DTXSID7024160,0,train,test,test
DTXSID1044986,0,train,train,train
DTXSID7048879,0,train,train,train
DTXSID8025096,0,train,train,train
DTXSID5046483,0,train,train,train
DTXSID6041973,0,train,train,train
DTXSID8024733,0,train,train,train
DTXSID3021221,0,train,train,train
DTXSID3048815,0,train,train,train
DTXSID3030636,0,train,train,test
DTXSID3022950,0,train,train,train
DTXSID6020068,0,train,train,train
DTXSID1049229,1,train,val,train
DTXSID3024102,0,train,train,train
DTXSID6020856,0,train,train,train
DTXSID5045209,0,train,train,train
DTXSID7024370,0,train,train,train
DTXSID7027413,0,train,train,train
DTXSID9047201,0,train,val,train
DTXSID1046425,0,train,test,train
DTXSID3027534,0,train,train,val
DTXSID4027650,0,train,train,train
DTXSID1049354,0,train,train,train
DTXSID7044712,0,train,val,test
DTXSID8026147,0,train,train,test
DTXSID6045321,0,train,train,train
DTXSID0027195,0,train,train,train
DTXSID0044999,0,train,train,train
DTXSID9025293,0,train,train,train
DTXSID4030384,0,train,train,train
DTXSID8024442,0,train,train,train
DTXSID8028008,0,train,train,train
DTXSID5049287,0,train,train,train
DTXSID5044578,0,train,train,train
DTXSID8024284,0,train,train,train
DTXSID3021984,0,train,train,train
DTXSID0047585,0,train,train,train
DTXSID0047905,0,train,train,test
DTXSID0020361,0,train,test,train
DTXSID2027094,0,train,train,train
DTXSID0021127,0,train,val,test
DTXSID5027148,0,train,train,val
DTXSID3041247,0,train,train,train
DTXSID3034531,0,train,train,train
DTXSID4026715,0,train,train,train
DTXSID0023244,0,train,train,train
DTXSID2041206,1,train,train,train
DTXSID0044785,0,train,train,train
DTXSID0049317,0,train,train,train
DTXSID2042517,0,train,train,train
DTXSID8020331,0,train,train,val
DTXSID6036467,1,train,train,train
DTXSID3026726,0,train,val,train
DTXSID0042379,0,train,train,train
DTXSID8049331,0,train,train,train
DTXSID2021440,0,train,train,test
DTXSID0044361,0,train,train,test
DTXSID0025494,0,train,train,train
DTXSID8044919,0,train,train,val
DTXSID0044523,0,train,train,train
DTXSID5021883,0,train,train,val
DTXSID0020577,0,train,test,train
DTXSID0047161,0,train,train,train
DTXSID4020296,0,train,train,train
DTXSID5020946,0,train,val,test
DTXSID8021931,0,train,train,train
DTXSID7045281,0,train,train,val
DTXSID7031290,0,train,val,val
DTXSID5027728,0,train,train,train
DTXSID5037527,0,train,train,train
DTXSID7044427,0,train,train,val
DTXSID9057765,0,train,train,train
DTXSID8027321,0,train,train,train
DTXSID8027537,0,train,train,test
DTXSID1041639,0,train,train,train
DTXSID0049078,0,train,train,train
DTXSID4048856,0,train,train,train
DTXSID9026716,0,train,train,train
DTXSID9048936,0,train,train,train
DTXSID8044834,0,train,train,train
DTXSID4032405,0,train,val,train
DTXSID8026729,0,train,train,test
DTXSID6045907,0,train,train,train
DTXSID4047549,0,train,train,train
DTXSID8032627,0,train,train,val
DTXSID4022658,0,train,train,train
DTXSID2047197,0,train,train,train
DTXSID3025465,0,train,train,val
DTXSID0048686,0,train,train,train
DTXSID9045683,0,train,train,train
DTXSID6026119,0,train,train,train
DTXSID0025101,0,train,train,train
DTXSID4057760,0,train,val,train
DTXSID7020841,0,train,test,train
DTXSID5045835,0,train,train,val
DTXSID6020648,0,train,test,train
DTXSID2048826,0,train,val,train
DTXSID7044132,0,train,train,val
DTXSID2021365,0,train,val,train
DTXSID7023194,0,train,train,train
DTXSID3022798,0,train,train,train
DTXSID3046110,0,train,val,train
DTXSID8023977,0,train,train,train
DTXSID1024887,0,train,val,train
DTXSID4042416,1,train,train,val
DTXSID4045181,0,train,train,test
DTXSID7044423,0,train,train,train
DTXSID8048735,0,train,train,train
DTXSID6023363,0,train,train,train
DTXSID1041423,0,train,train,train
DTXSID3037626,0,train,train,train
DTXSID0046195,0,train,train,train
DTXSID5025102,0,train,train,train
DTXSID8042426,0,train,train,test
DTXSID6024670,0,train,train,train
DTXSID8041797,0,train,train,train
DTXSID5025732,0,train,train,train
DTXSID7023190,0,train,train,test
DTXSID1027007,0,train,train,train
DTXSID9045762,0,train,train,val
DTXSID9048516,0,train,val,test
DTXSID5023081,0,train,train,val
DTXSID1032482,0,train,train,train
DTXSID7027887,0,train,train,train
DTXSID3027247,0,train,val,train
DTXSID3041409,0,train,train,val
DTXSID1027263,0,train,train,test
DTXSID8022743,0,train,train,train
DTXSID7057606,0,train,train,val
DTXSID5021415,0,train,train,val
DTXSID0048187,0,train,train,train
DTXSID3028001,0,train,train,train
DTXSID4020828,0,train,train,val
DTXSID5033179,0,train,train,train
DTXSID1021530,0,train,train,val
DTXSID1047239,0,train,val,train
DTXSID7044267,0,train,train,train
DTXSID0037730,0,train,train,test
DTXSID9020451,0,train,train,test
DTXSID9042097,0,train,train,train
DTXSID8047476,0,train,train,val
DTXSID7022598,0,train,test,train
DTXSID8027797,0,train,train,train
DTXSID7026441,0,train,train,train
DTXSID4047042,0,train,train,val
DTXSID4027288,0,train,val,train
DTXSID0025604,0,train,train,train
DTXSID8024498,0,train,train,val
DTXSID9037612,0,train,train,train
DTXSID3034957,0,train,train,train
DTXSID1025221,0,train,train,train
DTXSID8023260,0,train,val,train
DTXSID8021646,0,train,train,test
DTXSID5024687,0,train,train,train
DTXSID4045422,0,train,train,train
DTXSID5021758,0,train,test,train
DTXSID7046673,0,train,train,train
DTXSID4027367,0,train,train,train
DTXSID3046580,0,train,train,test
DTXSID6041426,0,train,train,train
DTXSID7020053,0,train,train,test
DTXSID8049412,0,train,train,train
DTXSID2025763,0,train,test,train
DTXSID5034355,0,train,train,train
DTXSID8045850,0,train,train,train
DTXSID2047149,0,train,val,train
DTXSID5048843,0,train,test,train
DTXSID4045131,0,train,train,train
DTXSID9022528,0,train,train,val
DTXSID8042218,0,train,test,train
DTXSID5025156,0,train,train,train
DTXSID4023628,0,train,test,train
DTXSID6057794,0,train,train,train
DTXSID5044528,0,train,train,train
DTXSID9026059,0,train,train,train
DTXSID1046130,0,train,train,val
DTXSID9046360,0,train,val,train
DTXSID9047461,0,train,train,train
DTXSID6057617,0,train,test,train
DTXSID1047318,0,train,train,train
DTXSID2032637,0,train,train,train
DTXSID7021158,0,train,train,test
DTXSID5045590,0,train,train,train
DTXSID7045364,0,train,test,train
DTXSID9044378,0,train,train,val
DTXSID4032532,0,train,val,train
DTXSID6045323,0,train,train,train
DTXSID4023672,0,train,train,test
DTXSID2032180,0,train,train,train
DTXSID7023437,0,train,train,test
DTXSID3040720,0,train,train,val
DTXSID7048823,0,train,train,train
DTXSID5046148,0,train,train,train
DTXSID1043839,0,train,train,train
DTXSID2049262,0,train,train,train
DTXSID5047083,0,train,train,test
DTXSID1021798,0,train,val,train
DTXSID0037237,0,train,train,train
DTXSID5021544,0,train,train,train
DTXSID4044585,0,train,train,train
DTXSID1047152,0,train,train,train
DTXSID4025240,0,train,train,train
DTXSID9048809,0,train,train,train
DTXSID3020413,0,train,val,train
DTXSID2040151,0,train,train,val
DTXSID0057673,0,train,train,train
DTXSID1032648,0,train,train,train
DTXSID6026450,0,train,val,train
DTXSID2023064,0,train,train,train
DTXSID0024761,0,train,train,train
DTXSID7022912,0,train,train,train
DTXSID8044961,0,train,train,train
DTXSID9027522,0,train,train,train
DTXSID9049376,0,train,train,train
DTXSID7021314,1,train,train,train
DTXSID6057619,0,train,train,test
DTXSID7047433,0,train,test,train
DTXSID7025342,0,train,train,train
DTXSID6025438,0,train,train,train
DTXSID0044521,0,train,test,train
DTXSID3037250,0,train,train,val
DTXSID7040285,0,train,test,train
DTXSID5020239,0,train,train,train
DTXSID6028022,0,train,train,train
DTXSID5042584,0,train,train,train
DTXSID1030604,0,train,train,train
DTXSID0027432,0,train,train,train
DTXSID3057804,0,train,train,test
DTXSID0057629,0,train,train,val
DTXSID9026261,0,train,train,train
DTXSID9021552,0,train,train,train
DTXSID8021193,0,train,train,test
DTXSID2047276,0,train,test,train
DTXSID4045898,0,train,train,test
DTXSID0020107,0,train,val,test
DTXSID5022510,0,train,test,test
DTXSID9034492,0,train,test,train
DTXSID0045412,0,train,train,train
DTXSID4021002,0,train,train,train
DTXSID8057778,0,train,test,train
DTXSID6045587,0,train,train,train
DTXSID9029275,0,train,train,train
DTXSID9044299,0,train,train,train
DTXSID9023095,0,train,train,train
DTXSID5021598,0,train,test,train
DTXSID5022560,0,train,train,val
DTXSID4022442,0,train,train,train
DTXSID6044359,0,train,val,val
DTXSID5021413,0,train,test,train
DTXSID0040703,0,train,train,train
DTXSID0022305,0,train,train,train
DTXSID0024509,0,train,train,train
DTXSID9024431,0,train,train,val
DTXSID6025642,0,train,train,train
DTXSID7046467,0,train,train,train
DTXSID7046415,0,train,val,train
DTXSID7042279,0,train,train,train
DTXSID6046260,0,train,test,train
DTXSID8046454,0,train,val,train
DTXSID0047828,0,train,train,train
DTXSID3047423,0,train,train,train
DTXSID7027467,0,train,train,val
DTXSID1022926,0,train,train,train
DTXSID1020647,0,train,val,train
DTXSID8049414,0,train,test,train
DTXSID4020321,0,train,train,train
DTXSID1027714,1,train,val,train
DTXSID0021387,0,train,train,train
DTXSID6024200,0,train,train,train
DTXSID3044960,0,train,train,train
DTXSID6047579,0,train,train,train
DTXSID8057697,0,train,train,val
DTXSID8047341,0,train,train,train
DTXSID0025862,0,train,train,train
DTXSID5045469,0,train,test,train
DTXSID7045570,0,train,train,train
DTXSID1041180,0,train,train,train
DTXSID9020168,0,train,test,train
DTXSID3047138,0,train,train,test
DTXSID0033754,0,train,train,train
DTXSID1026879,0,train,train,train
DTXSID0044949,0,train,val,val
DTXSID6024882,0,train,train,train
DTXSID2024791,0,train,train,train
DTXSID3025758,0,train,train,train
DTXSID7025132,0,train,train,train
DTXSID7020344,0,train,test,train
DTXSID5022857,0,train,train,train
DTXSID6041925,0,train,train,val
DTXSID7027120,0,train,train,train
DTXSID4044456,0,train,train,train
DTXSID6049224,1,train,train,train
DTXSID0034722,0,train,train,train
DTXSID0047086,0,train,train,train
DTXSID4041367,1,train,train,train
DTXSID7047277,1,train,train,train
DTXSID7041962,0,train,train,val
DTXSID5023740,0,train,train,train
DTXSID1027974,0,train,train,test
DTXSID1025308,0,train,test,train
DTXSID0046270,0,train,train,train
DTXSID5046776,0,train,train,train
DTXSID7024586,0,train,train,val
DTXSID6020933,0,train,train,train
DTXSID4028040,0,train,train,train
DTXSID8046539,0,train,train,train
DTXSID0037734,1,train,train,train
DTXSID2037508,0,train,train,train
DTXSID2044767,0,train,train,train
DTXSID3021772,0,train,train,train
DTXSID4024359,0,train,train,train
DTXSID3021980,0,train,train,val
DTXSID8024997,0,train,train,train
DTXSID5025998,0,train,train,train
DTXSID6046395,0,train,train,train
DTXSID1057747,0,train,test,train
DTXSID0041517,0,train,train,train
DTXSID2026991,0,train,train,train
DTXSID7045158,0,train,train,train
DTXSID9045138,0,train,train,train
DTXSID3045140,0,train,train,test
DTXSID3027037,0,train,train,train
DTXSID0044496,0,train,train,train
DTXSID8027795,1,train,train,val
DTXSID7044398,0,train,train,train
DTXSID0034936,0,train,train,train
DTXSID0025234,0,train,train,val
DTXSID6048880,0,train,train,train
DTXSID4057714,0,train,train,train
DTXSID3021437,0,train,train,test
DTXSID0026880,0,train,train,train
DTXSID8057720,0,train,train,train
DTXSID7030307,0,train,val,train
DTXSID0046272,0,train,train,train
DTXSID2027416,0,train,test,train
DTXSID7041413,0,train,train,train
DTXSID3057858,0,train,val,train
DTXSID0047450,0,train,train,train
DTXSID4036489,0,train,train,train
DTXSID3032389,0,train,train,train
DTXSID7025346,0,train,train,train
DTXSID5045964,0,train,train,train
DTXSID3029287,0,train,train,train
DTXSID5057838,0,train,train,train
DTXSID0025789,0,train,train,train
DTXSID1046974,0,train,train,train
DTXSID0046066,0,train,train,test
DTXSID5046986,0,train,train,train
DTXSID0048717,0,train,val,train
DTXSID3029281,0,train,train,train
DTXSID5020493,0,train,train,train
DTXSID9048198,0,train,train,test
DTXSID5033674,0,train,train,train
DTXSID0024266,0,train,train,train
DTXSID0047244,0,train,train,train
DTXSID1023102,0,train,train,train
DTXSID2020266,0,train,train,train
DTXSID5026889,0,train,train,train
DTXSID7021318,0,train,train,train
DTXSID3026724,0,train,train,train
DTXSID3020093,0,train,test,train
DTXSID1047576,0,train,train,train
DTXSID6032516,0,train,val,train
DTXSID3042263,0,train,train,train
DTXSID5049312,1,train,train,val
DTXSID7042140,0,train,train,train
DTXSID5045093,0,train,val,train
DTXSID6027052,0,train,train,train
DTXSID5042451,0,train,train,train
DTXSID0020282,0,train,test,train
DTXSID5020366,0,train,train,test
DTXSID8032386,0,train,train,train
DTXSID1026796,0,train,train,train
DTXSID4048800,0,train,train,val
DTXSID2057813,0,train,train,val
DTXSID3044542,0,train,train,train
DTXSID2027048,0,train,train,train
DTXSID0020818,0,train,test,train
DTXSID7026499,0,train,train,test
DTXSID7044926,0,train,train,train
DTXSID6042448,0,train,train,train
DTXSID5045916,0,train,train,test
DTXSID1021378,0,train,train,train
DTXSID5022489,0,train,train,train
DTXSID4024721,0,train,train,train
DTXSID1044770,0,train,test,val
DTXSID3024104,0,train,train,train
DTXSID2025688,0,train,train,train
DTXSID1047869,0,train,test,train
DTXSID6042072,0,train,train,train
DTXSID7041627,0,train,train,val
DTXSID1057664,0,train,train,train
DTXSID2033445,0,train,val,train
DTXSID8047896,0,train,train,train
DTXSID5020106,0,train,train,train
DTXSID6047288,0,train,train,train
DTXSID2020892,0,train,train,train
DTXSID4032376,0,train,train,train
DTXSID2045945,0,train,train,train
DTXSID6049307,0,train,val,train
DTXSID1047491,0,train,train,val
DTXSID2020478,0,train,train,train
DTXSID2026602,0,train,train,train
DTXSID6046553,0,train,train,test
DTXSID7044972,0,train,test,train
DTXSID9057846,0,train,test,train
DTXSID0042169,0,train,train,test
DTXSID0021599,0,train,train,train
DTXSID0026838,0,train,train,train
DTXSID2020890,0,train,train,test
DTXSID3044382,0,train,train,train
DTXSID0047248,0,train,train,train
DTXSID8023719,0,train,val,train
DTXSID8048943,0,train,val,train
DTXSID9047673,0,train,train,train
DTXSID5037236,0,train,train,train
DTXSID6048884,0,train,train,test
DTXSID9047548,0,train,train,test
DTXSID1021405,0,train,train,train
DTXSID4027608,0,train,train,train
DTXSID9044879,0,train,train,train
DTXSID8047139,0,train,train,train
DTXSID6021379,0,train,val,train
DTXSID3025093,0,train,train,train
DTXSID9029277,0,train,train,train
DTXSID0026208,0,train,train,train
DTXSID0047296,0,train,val,train
DTXSID0057621,0,train,train,train
DTXSID5020449,0,train,train,train
DTXSID5047372,0,train,train,train
DTXSID0021834,0,train,train,train
DTXSID7026526,0,train,train,train
DTXSID2046882,0,train,train,train
DTXSID3046534,0,train,test,train
DTXSID2023016,0,train,train,train
DTXSID2029242,0,train,train,val
DTXSID6026325,0,train,train,val
DTXSID1057749,0,train,train,train
DTXSID2048820,0,train,val,train
DTXSID9032406,0,train,train,train
DTXSID2042436,0,train,train,train
DTXSID9046073,0,train,train,train
DTXSID7044897,0,train,val,train
DTXSID8022404,0,train,train,train
DTXSID4027284,0,train,train,train
DTXSID5020499,0,train,val,train
DTXSID2047145,0,train,val,train
DTXSID7023019,0,train,train,train
DTXSID3024449,0,train,train,train
DTXSID7027756,0,train,train,train
DTXSID8041610,0,train,train,train
DTXSID7020213,0,train,train,test
DTXSID7035272,0,train,train,train
DTXSID0045127,0,train,train,train
DTXSID0025571,0,train,train,train
DTXSID3021930,0,train,train,val
DTXSID8037752,0,train,train,train
DTXSID1044485,0,train,train,train
DTXSID3022455,0,train,train,train
DTXSID3025461,0,train,train,val
DTXSID0021886,0,train,val,train
DTXSID2024585,0,train,train,train
DTXSID4047177,0,train,train,test
DTXSID6042157,0,train,train,train
DTXSID5048891,0,train,train,val
DTXSID2024799,0,train,train,train
DTXSID4046606,0,train,train,train
DTXSID9041366,0,train,train,train
DTXSID7047437,0,train,train,train
DTXSID4047385,0,train,train,train
DTXSID7042514,0,train,test,train
DTXSID7044685,0,train,train,train
DTXSID0045701,0,train,train,test
DTXSID3024998,0,train,train,train
DTXSID8027246,0,train,train,train
DTXSID0044735,0,train,train,val
DTXSID7026653,0,train,val,train
DTXSID0048894,0,train,train,test
DTXSID5029211,0,train,train,train
DTXSID7027259,0,train,train,test
DTXSID7021946,0,train,train,train
DTXSID7042065,0,train,train,train
DTXSID8046610,0,train,test,train
DTXSID7049261,0,train,train,val
DTXSID4023042,0,train,train,train
DTXSID1027344,0,train,train,train
DTXSID9024934,0,train,train,train
DTXSID3025839,0,train,train,train
DTXSID0027806,0,train,test,train
DTXSID8020967,0,train,train,val
DTXSID9020160,0,train,train,train
DTXSID8026727,0,train,val,train
DTXSID3048657,1,train,test,test
DTXSID9020615,0,train,train,train
DTXSID1034973,0,train,train,train
DTXSID5023453,0,train,train,train
DTXSID8057643,0,train,val,train
DTXSID5047299,0,train,train,train
DTXSID9022364,0,train,train,train
DTXSID4042171,0,train,train,train
DTXSID2049391,0,train,train,test
DTXSID5033701,0,train,train,train
DTXSID6020438,0,train,train,train
DTXSID7023980,0,train,train,train
DTXSID1045164,0,train,train,train
DTXSID2044638,0,train,val,test
DTXSID0024399,0,train,train,train
DTXSID0023749,0,train,train,train
DTXSID6024337,0,train,train,train
DTXSID1044697,0,train,train,train
DTXSID5026203,0,train,train,test
DTXSID8048814,0,train,val,train
DTXSID1046976,1,train,train,train
DTXSID3022748,0,train,train,train
DTXSID8029604,0,train,train,train
DTXSID8045359,0,train,train,train
DTXSID2027414,0,train,train,train
DTXSID6045909,0,train,test,train
DTXSID3027580,0,train,train,train
DTXSID0022800,0,train,train,train
DTXSID0024185,0,train,train,train
DTXSID0024559,0,train,train,train
DTXSID4027103,0,train,train,train
DTXSID3020673,0,train,train,train
DTXSID7046419,0,train,train,train
DTXSID1020146,0,train,test,train
DTXSID5020233,0,train,val,train
DTXSID3020756,0,train,train,train
DTXSID4023200,0,train,train,train
DTXSID4021894,0,train,train,train
DTXSID9057680,0,train,train,train
DTXSID9021479,0,train,test,train
DTXSID1020354,0,train,train,test
DTXSID8037596,0,train,train,train
DTXSID6044721,0,train,train,train
DTXSID1023996,0,train,train,train
DTXSID0021709,0,train,train,test
DTXSID7057789,0,train,test,val
DTXSID2022595,0,train,train,train
DTXSID4020458,0,train,train,train
DTXSID0021961,0,train,train,train
DTXSID0047872,0,train,train,train
DTXSID8025757,0,train,train,val
DTXSID7047067,0,train,train,val
DTXSID0024397,0,train,train,train
DTXSID9045182,0,train,val,train
DTXSID1041217,0,train,train,train
DTXSID5021093,0,train,test,train
DTXSID7044394,0,train,train,train
DTXSID5020154,0,train,train,train
DTXSID9027312,0,train,test,train
DTXSID6047363,0,train,train,test
DTXSID9024487,0,train,train,train
DTXSID4022573,0,train,train,train
